GEOID,NAME,variable,estimate,moe
21077,"Gallatin County, Kentucky",B19013_001,52167,3005
21079,"Garrard County, Kentucky",B19013_001,52631,3723
21081,"Grant County, Kentucky",B19013_001,48714,5382
21083,"Graves County, Kentucky",B19013_001,44043,2517
21085,"Grayson County, Kentucky",B19013_001,38612,2591
21087,"Green County, Kentucky",B19013_001,35899,3296
21089,"Greenup County, Kentucky",B19013_001,51655,2625
21091,"Hancock County, Kentucky",B19013_001,57217,5694
21093,"Hardin County, Kentucky",B19013_001,54367,1704
21095,"Harlan County, Kentucky",B19013_001,26478,2113
21097,"Harrison County, Kentucky",B19013_001,48438,4811
21099,"Hart County, Kentucky",B19013_001,38396,2669
21101,"Henderson County, Kentucky",B19013_001,48926,3177
21103,"Henry County, Kentucky",B19013_001,53926,3244
21105,"Hickman County, Kentucky",B19013_001,42929,3892
21107,"Hopkins County, Kentucky",B19013_001,47170,2624
21109,"Jackson County, Kentucky",B19013_001,32138,3204
21111,"Jefferson County, Kentucky",B19013_001,56586,637
21113,"Jessamine County, Kentucky",B19013_001,58245,4086
21115,"Johnson County, Kentucky",B19013_001,37055,2072
21117,"Kenton County, Kentucky",B19013_001,64339,1810
21119,"Knott County, Kentucky",B19013_001,31198,3288
21121,"Knox County, Kentucky",B19013_001,30181,2784
21123,"Larue County, Kentucky",B19013_001,47643,3664
21125,"Laurel County, Kentucky",B19013_001,41526,2220
21127,"Lawrence County, Kentucky",B19013_001,32798,6092
21129,"Lee County, Kentucky",B19013_001,25275,5222
21131,"Leslie County, Kentucky",B19013_001,31627,5607
21133,"Letcher County, Kentucky",B19013_001,29886,2473
21135,"Lewis County, Kentucky",B19013_001,31147,3453
21137,"Lincoln County, Kentucky",B19013_001,42919,4470
21139,"Livingston County, Kentucky",B19013_001,50839,6703
21141,"Logan County, Kentucky",B19013_001,48014,2773
21143,"Lyon County, Kentucky",B19013_001,52528,7243
21145,"McCracken County, Kentucky",B19013_001,46080,2544
21147,"McCreary County, Kentucky",B19013_001,28105,2842
21149,"McLean County, Kentucky",B19013_001,51861,3341
21151,"Madison County, Kentucky",B19013_001,50060,1850
21153,"Magoffin County, Kentucky",B19013_001,28147,2986
21155,"Marion County, Kentucky",B19013_001,40107,3965
21157,"Marshall County, Kentucky",B19013_001,55113,4460
21159,"Martin County, Kentucky",B19013_001,41013,3764
21161,"Mason County, Kentucky",B19013_001,45377,5807
21163,"Meade County, Kentucky",B19013_001,56603,3672
21165,"Menifee County, Kentucky",B19013_001,39325,7967
21167,"Mercer County, Kentucky",B19013_001,55093,3676
21169,"Metcalfe County, Kentucky",B19013_001,37386,5199
21171,"Monroe County, Kentucky",B19013_001,34879,4162
21173,"Montgomery County, Kentucky",B19013_001,45516,5247
21175,"Morgan County, Kentucky",B19013_001,36134,3097
21177,"Muhlenberg County, Kentucky",B19013_001,43590,1935
21179,"Nelson County, Kentucky",B19013_001,60127,3114
21181,"Nicholas County, Kentucky",B19013_001,38149,6487
21183,"Ohio County, Kentucky",B19013_001,45564,2473
21185,"Oldham County, Kentucky",B19013_001,99128,3974
21187,"Owen County, Kentucky",B19013_001,48801,5130
21189,"Owsley County, Kentucky",B19013_001,30284,6296
21191,"Pendleton County, Kentucky",B19013_001,54375,4139
21193,"Perry County, Kentucky",B19013_001,33640,3906
21195,"Pike County, Kentucky",B19013_001,34856,1753
21197,"Powell County, Kentucky",B19013_001,37469,3970
21199,"Pulaski County, Kentucky",B19013_001,39998,2897
21201,"Robertson County, Kentucky",B19013_001,41902,10935
21203,"Rockcastle County, Kentucky",B19013_001,35720,4350
21205,"Rowan County, Kentucky",B19013_001,38230,4013
21207,"Russell County, Kentucky",B19013_001,38390,4397
21209,"Scott County, Kentucky",B19013_001,70817,3434
21211,"Shelby County, Kentucky",B19013_001,67056,4434
21213,"Simpson County, Kentucky",B19013_001,48623,5956
21215,"Spencer County, Kentucky",B19013_001,80166,6312
21217,"Taylor County, Kentucky",B19013_001,44522,3886
21219,"Todd County, Kentucky",B19013_001,44005,6808
21221,"Trigg County, Kentucky",B19013_001,50536,4846
21223,"Trimble County, Kentucky",B19013_001,53056,10296
21225,"Union County, Kentucky",B19013_001,46673,3193
21227,"Warren County, Kentucky",B19013_001,52270,1618
21229,"Washington County, Kentucky",B19013_001,53743,3086
21231,"Wayne County, Kentucky",B19013_001,34914,2893
21233,"Webster County, Kentucky",B19013_001,42119,4173
21235,"Whitley County, Kentucky",B19013_001,39005,3757
21237,"Wolfe County, Kentucky",B19013_001,24623,4935
21239,"Woodford County, Kentucky",B19013_001,63820,2832
22001,"Acadia Parish, Louisiana",B19013_001,43396,2159
22003,"Allen Parish, Louisiana",B19013_001,46446,4290
22005,"Ascension Parish, Louisiana",B19013_001,80527,3017
22007,"Assumption Parish, Louisiana",B19013_001,43759,7458
22009,"Avoyelles Parish, Louisiana",B19013_001,38565,2251
22011,"Beauregard Parish, Louisiana",B19013_001,53209,2622
22013,"Bienville Parish, Louisiana",B19013_001,30272,3273
22015,"Bossier Parish, Louisiana",B19013_001,54268,2320
22017,"Caddo Parish, Louisiana",B19013_001,41797,1303
22019,"Calcasieu Parish, Louisiana",B19013_001,51148,1402
22021,"Caldwell Parish, Louisiana",B19013_001,37691,7351
22023,"Cameron Parish, Louisiana",B19013_001,53423,11624
22025,"Catahoula Parish, Louisiana",B19013_001,40129,9276
22027,"Claiborne Parish, Louisiana",B19013_001,26776,1428
22029,"Concordia Parish, Louisiana",B19013_001,32500,6319
22031,"De Soto Parish, Louisiana",B19013_001,46006,4642
22033,"East Baton Rouge Parish, Louisiana",B19013_001,54948,1345
22035,"East Carroll Parish, Louisiana",B19013_001,22346,5510
22037,"East Feliciana Parish, Louisiana",B19013_001,51803,4271
22039,"Evangeline Parish, Louisiana",B19013_001,31965,2061
22041,"Franklin Parish, Louisiana",B19013_001,35282,2239
22043,"Grant Parish, Louisiana",B19013_001,42505,4014
22045,"Iberia Parish, Louisiana",B19013_001,46861,2835
22047,"Iberville Parish, Louisiana",B19013_001,50161,4987
22049,"Jackson Parish, Louisiana",B19013_001,39139,3002
22051,"Jefferson Parish, Louisiana",B19013_001,54032,877
22053,"Jefferson Davis Parish, Louisiana",B19013_001,42105,4627
22055,"Lafayette Parish, Louisiana",B19013_001,56999,2161
22057,"Lafourche Parish, Louisiana",B19013_001,55506,1815
22059,"LaSalle Parish, Louisiana",B19013_001,42104,6936
22061,"Lincoln Parish, Louisiana",B19013_001,35467,3534
22063,"Livingston Parish, Louisiana",B19013_001,63389,2456
22065,"Madison Parish, Louisiana",B19013_001,30350,2107
22067,"Morehouse Parish, Louisiana",B19013_001,32929,2935
22069,"Natchitoches Parish, Louisiana",B19013_001,28567,2348
22071,"Orleans Parish, Louisiana",B19013_001,41604,850
22073,"Ouachita Parish, Louisiana",B19013_001,41121,1475
22075,"Plaquemines Parish, Louisiana",B19013_001,57204,4554
22077,"Pointe Coupee Parish, Louisiana",B19013_001,41480,4268
22079,"Rapides Parish, Louisiana",B19013_001,47269,1509
22081,"Red River Parish, Louisiana",B19013_001,33816,5225
22083,"Richland Parish, Louisiana",B19013_001,34029,4758
22085,"Sabine Parish, Louisiana",B19013_001,40336,2536
22087,"St. Bernard Parish, Louisiana",B19013_001,44661,2131
22089,"St. Charles Parish, Louisiana",B19013_001,69019,2837
22091,"St. Helena Parish, Louisiana",B19013_001,43886,7437
22093,"St. James Parish, Louisiana",B19013_001,51603,3440
22095,"St. John the Baptist Parish, Louisiana",B19013_001,57429,5431
22097,"St. Landry Parish, Louisiana",B19013_001,36403,1727
22099,"St. Martin Parish, Louisiana",B19013_001,48656,3537
22101,"St. Mary Parish, Louisiana",B19013_001,40485,1583
22103,"St. Tammany Parish, Louisiana",B19013_001,68905,1941
22105,"Tangipahoa Parish, Louisiana",B19013_001,47832,2945
22107,"Tensas Parish, Louisiana",B19013_001,27500,4130
22109,"Terrebonne Parish, Louisiana",B19013_001,48747,2148
22111,"Union Parish, Louisiana",B19013_001,44100,4795
22113,"Vermilion Parish, Louisiana",B19013_001,51945,2889
22115,"Vernon Parish, Louisiana",B19013_001,49141,1717
22117,"Washington Parish, Louisiana",B19013_001,37570,3086
22119,"Webster Parish, Louisiana",B19013_001,28951,2004
22121,"West Baton Rouge Parish, Louisiana",B19013_001,65385,5617
22123,"West Carroll Parish, Louisiana",B19013_001,38500,6370
22125,"West Feliciana Parish, Louisiana",B19013_001,59637,5661
22127,"Winn Parish, Louisiana",B19013_001,38353,5742
23001,"Androscoggin County, Maine",B19013_001,53509,1770
23003,"Aroostook County, Maine",B19013_001,41123,1381
23005,"Cumberland County, Maine",B19013_001,73072,1427
23007,"Franklin County, Maine",B19013_001,51422,2966
23009,"Hancock County, Maine",B19013_001,57178,2057
23011,"Kennebec County, Maine",B19013_001,55365,1948
23013,"Knox County, Maine",B19013_001,57751,2820
23015,"Lincoln County, Maine",B19013_001,57720,3240
23017,"Oxford County, Maine",B19013_001,49204,1879
23019,"Penobscot County, Maine",B19013_001,50808,1326
23021,"Piscataquis County, Maine",B19013_001,40890,2613
23023,"Sagadahoc County, Maine",B19013_001,63694,2309
23025,"Somerset County, Maine",B19013_001,44256,2591
23027,"Waldo County, Maine",B19013_001,51931,2170
23029,"Washington County, Maine",B19013_001,41347,1565
23031,"York County, Maine",B19013_001,67830,1450
24001,"Allegany County, Maryland",B19013_001,45893,1798
24003,"Anne Arundel County, Maryland",B19013_001,100798,1103
24005,"Baltimore County, Maryland",B19013_001,76866,944
24009,"Calvert County, Maryland",B19013_001,109313,3736
24011,"Caroline County, Maryland",B19013_001,58638,3620
24013,"Carroll County, Maryland",B19013_001,96769,1983
24015,"Cecil County, Maryland",B19013_001,76887,2518
24017,"Charles County, Maryland",B19013_001,100003,2950
24019,"Dorchester County, Maryland",B19013_001,52917,3255
24021,"Frederick County, Maryland",B19013_001,97730,1897
24023,"Garrett County, Maryland",B19013_001,52617,2552
24025,"Harford County, Maryland",B19013_001,89147,1748
24027,"Howard County, Maryland",B19013_001,121160,2169
24029,"Kent County, Maryland",B19013_001,58598,5650
24031,"Montgomery County, Maryland",B19013_001,108820,1009
24033,"Prince George's County, Maryland",B19013_001,84920,802
24035,"Queen Anne's County, Maryland",B19013_001,97034,3765
24037,"St. Mary's County, Maryland",B19013_001,89845,3200
24039,"Somerset County, Maryland",B19013_001,37803,6664
24041,"Talbot County, Maryland",B19013_001,73547,3785
24043,"Washington County, Maryland",B19013_001,60860,1550
24045,"Wicomico County, Maryland",B19013_001,56956,2596
24047,"Worcester County, Maryland",B19013_001,63499,2925
24510,"Baltimore city, Maryland",B19013_001,50379,820
25001,"Barnstable County, Massachusetts",B19013_001,74336,1919
25003,"Berkshire County, Massachusetts",B19013_001,59230,1868
25005,"Bristol County, Massachusetts",B19013_001,69095,1219
25007,"Dukes County, Massachusetts",B19013_001,71811,11763
25009,"Essex County, Massachusetts",B19013_001,79263,1103
25011,"Franklin County, Massachusetts",B19013_001,60950,1931
25013,"Hampden County, Massachusetts",B19013_001,55429,1063
25015,"Hampshire County, Massachusetts",B19013_001,70876,2028
25017,"Middlesex County, Massachusetts",B19013_001,102603,943
25019,"Nantucket County, Massachusetts",B19013_001,107717,5735
25021,"Norfolk County, Massachusetts",B19013_001,103291,1306
25023,"Plymouth County, Massachusetts",B19013_001,89489,1497
25025,"Suffolk County, Massachusetts",B19013_001,69669,1298
25027,"Worcester County, Massachusetts",B19013_001,74679,1014
26001,"Alcona County, Michigan",B19013_001,40484,1692
26003,"Alger County, Michigan",B19013_001,45570,4056
26005,"Allegan County, Michigan",B19013_001,62965,2221
26007,"Alpena County, Michigan",B19013_001,43363,1942
26009,"Antrim County, Michigan",B19013_001,56165,1599
26011,"Arenac County, Michigan",B19013_001,42290,1559
26013,"Baraga County, Michigan",B19013_001,46065,1887
26015,"Barry County, Michigan",B19013_001,64490,2367
26017,"Bay County, Michigan",B19013_001,48819,1424
26019,"Benzie County, Michigan",B19013_001,57974,4119
26021,"Berrien County, Michigan",B19013_001,50795,1113
26023,"Branch County, Michigan",B19013_001,51947,1657
26025,"Calhoun County, Michigan",B19013_001,48607,1126
26027,"Cass County, Michigan",B19013_001,55107,1876
26029,"Charlevoix County, Michigan",B19013_001,55760,2012
26031,"Cheboygan County, Michigan",B19013_001,48044,2562
26033,"Chippewa County, Michigan",B19013_001,46486,2266
26035,"Clare County, Michigan",B19013_001,39565,1855
26037,"Clinton County, Michigan",B19013_001,70390,1916
26039,"Crawford County, Michigan",B19013_001,47977,3306
26041,"Delta County, Michigan",B19013_001,47434,2199
26043,"Dickinson County, Michigan",B19013_001,51645,2715
26045,"Eaton County, Michigan",B19013_001,64348,1404
26047,"Emmet County, Michigan",B19013_001,55829,2292
26049,"Genesee County, Michigan",B19013_001,48588,827
26051,"Gladwin County, Michigan",B19013_001,44619,1115
26053,"Gogebic County, Michigan",B19013_001,38839,2627
26055,"Grand Traverse County, Michigan",B19013_001,63575,1967
26057,"Gratiot County, Michigan",B19013_001,47848,1985
26059,"Hillsdale County, Michigan",B19013_001,49622,1426
26061,"Houghton County, Michigan",B19013_001,43183,2372
26063,"Huron County, Michigan",B19013_001,48289,1197
26065,"Ingham County, Michigan",B19013_001,52872,1013
26067,"Ionia County, Michigan",B19013_001,57043,1779
26069,"Iosco County, Michigan",B19013_001,43678,1646
26071,"Iron County, Michigan",B19013_001,41599,3117
26073,"Isabella County, Michigan",B19013_001,45116,1394
26075,"Jackson County, Michigan",B19013_001,53658,1143
26077,"Kalamazoo County, Michigan",B19013_001,56511,997
26079,"Kalkaska County, Michigan",B19013_001,46898,1842
26081,"Kent County, Michigan",B19013_001,63053,766
26083,"Keweenaw County, Michigan",B19013_001,50292,5204
26085,"Lake County, Michigan",B19013_001,37320,2217
26087,"Lapeer County, Michigan",B19013_001,62641,1548
26089,"Leelanau County, Michigan",B19013_001,65249,2617
26091,"Lenawee County, Michigan",B19013_001,55450,1314
26093,"Livingston County, Michigan",B19013_001,84221,1674
26095,"Luce County, Michigan",B19013_001,45469,3398
26097,"Mackinac County, Michigan",B19013_001,47938,1798
26099,"Macomb County, Michigan",B19013_001,62855,631
26101,"Manistee County, Michigan",B19013_001,50055,1878
26103,"Marquette County, Michigan",B19013_001,53970,1740
26105,"Mason County, Michigan",B19013_001,51725,2027
26107,"Mecosta County, Michigan",B19013_001,45018,1645
26109,"Menominee County, Michigan",B19013_001,46828,2160
26111,"Midland County, Michigan",B19013_001,62625,2002
26113,"Missaukee County, Michigan",B19013_001,47194,1980
26115,"Monroe County, Michigan",B19013_001,62203,1547
26117,"Montcalm County, Michigan",B19013_001,49448,1216
26119,"Montmorency County, Michigan",B19013_001,41772,2621
26121,"Muskegon County, Michigan",B19013_001,50854,1187
26123,"Newaygo County, Michigan",B19013_001,50326,1672
26125,"Oakland County, Michigan",B19013_001,79698,700
26127,"Oceana County, Michigan",B19013_001,50104,1802
26129,"Ogemaw County, Michigan",B19013_001,40373,1366
26131,"Ontonagon County, Michigan",B19013_001,41546,2306
26133,"Osceola County, Michigan",B19013_001,44032,1396
26135,"Oscoda County, Michigan",B19013_001,42335,2490
26137,"Otsego County, Michigan",B19013_001,54332,2818
26139,"Ottawa County, Michigan",B19013_001,69314,1295
26141,"Presque Isle County, Michigan",B19013_001,47948,1982
26143,"Roscommon County, Michigan",B19013_001,42054,1849
26145,"Saginaw County, Michigan",B19013_001,48000,920
26147,"St. Clair County, Michigan",B19013_001,56951,1163
26149,"St. Joseph County, Michigan",B19013_001,52086,1677
26151,"Sanilac County, Michigan",B19013_001,47672,1448
26153,"Schoolcraft County, Michigan",B19013_001,45500,4014
26155,"Shiawassee County, Michigan",B19013_001,56032,1633
26157,"Tuscola County, Michigan",B19013_001,49988,1324
26159,"Van Buren County, Michigan",B19013_001,54485,1786
26161,"Washtenaw County, Michigan",B19013_001,72586,1463
26163,"Wayne County, Michigan",B19013_001,47301,464
26165,"Wexford County, Michigan",B19013_001,47193,1807
27001,"Aitkin County, Minnesota",B19013_001,49351,1960
27003,"Anoka County, Minnesota",B19013_001,82175,1020
27005,"Becker County, Minnesota",B19013_001,60284,1887
27007,"Beltrami County, Minnesota",B19013_001,49160,2350
27009,"Benton County, Minnesota",B19013_001,57715,3479
27011,"Big Stone County, Minnesota",B19013_001,53900,5054
27013,"Blue Earth County, Minnesota",B19013_001,57429,1619
27015,"Brown County, Minnesota",B19013_001,61120,3180
27017,"Carlton County, Minnesota",B19013_001,63098,2614
27019,"Carver County, Minnesota",B19013_001,101496,1982
27021,"Cass County, Minnesota",B19013_001,52204,1447
27023,"Chippewa County, Minnesota",B19013_001,55269,3667
27025,"Chisago County, Minnesota",B19013_001,83464,2152
27027,"Clay County, Minnesota",B19013_001,65269,2909
27029,"Clearwater County, Minnesota",B19013_001,50386,3130
27031,"Cook County, Minnesota",B19013_001,57432,5072
27033,"Cottonwood County, Minnesota",B19013_001,52087,3389
27035,"Crow Wing County, Minnesota",B19013_001,56549,1256
27037,"Dakota County, Minnesota",B19013_001,86036,1039
27039,"Dodge County, Minnesota",B19013_001,74575,2214
27041,"Douglas County, Minnesota",B19013_001,63819,3345
27043,"Faribault County, Minnesota",B19013_001,53156,1985
27045,"Fillmore County, Minnesota",B19013_001,61207,1604
27047,"Freeborn County, Minnesota",B19013_001,53631,2266
27049,"Goodhue County, Minnesota",B19013_001,66800,2830
27051,"Grant County, Minnesota",B19013_001,55466,3196
27053,"Hennepin County, Minnesota",B19013_001,78167,733
27055,"Houston County, Minnesota",B19013_001,60382,3373
27057,"Hubbard County, Minnesota",B19013_001,56709,1829
27059,"Isanti County, Minnesota",B19013_001,74616,2781
27061,"Itasca County, Minnesota",B19013_001,55139,1948
27063,"Jackson County, Minnesota",B19013_001,58727,3060
27065,"Kanabec County, Minnesota",B19013_001,57163,2818
27067,"Kandiyohi County, Minnesota",B19013_001,60294,2188
27069,"Kittson County, Minnesota",B19013_001,59643,4005
27071,"Koochiching County, Minnesota",B19013_001,50870,4466
27073,"Lac qui Parle County, Minnesota",B19013_001,53071,2469
27075,"Lake County, Minnesota",B19013_001,61452,4534
27077,"Lake of the Woods County, Minnesota",B19013_001,49967,2711
27079,"Le Sueur County, Minnesota",B19013_001,71080,2659
27081,"Lincoln County, Minnesota",B19013_001,53077,2812
27083,"Lyon County, Minnesota",B19013_001,57730,2668
27085,"McLeod County, Minnesota",B19013_001,62121,2075
27087,"Mahnomen County, Minnesota",B19013_001,44688,4089
27089,"Marshall County, Minnesota",B19013_001,60118,2859
27091,"Martin County, Minnesota",B19013_001,52798,3353
27093,"Meeker County, Minnesota",B19013_001,63452,1601
27095,"Mille Lacs County, Minnesota",B19013_001,56135,2135
27097,"Morrison County, Minnesota",B19013_001,57815,2142
27099,"Mower County, Minnesota",B19013_001,54295,3129
27101,"Murray County, Minnesota",B19013_001,60231,2897
27103,"Nicollet County, Minnesota",B19013_001,67399,3957
27105,"Nobles County, Minnesota",B19013_001,55304,2938
27107,"Norman County, Minnesota",B19013_001,55085,2249
27109,"Olmsted County, Minnesota",B19013_001,76951,1893
27111,"Otter Tail County, Minnesota",B19013_001,58682,1774
27113,"Pennington County, Minnesota",B19013_001,60122,4468
27115,"Pine County, Minnesota",B19013_001,53422,1760
27117,"Pipestone County, Minnesota",B19013_001,52917,3937
27119,"Polk County, Minnesota",B19013_001,59343,2282
27121,"Pope County, Minnesota",B19013_001,61275,2901
27123,"Ramsey County, Minnesota",B19013_001,64660,686
27125,"Red Lake County, Minnesota",B19013_001,58576,4262
27127,"Redwood County, Minnesota",B19013_001,55404,2512
27129,"Renville County, Minnesota",B19013_001,59028,2195
27131,"Rice County, Minnesota",B19013_001,68584,2227
27133,"Rock County, Minnesota",B19013_001,63005,3528
27135,"Roseau County, Minnesota",B19013_001,62202,2446
27137,"St. Louis County, Minnesota",B19013_001,55646,1004
27139,"Scott County, Minnesota",B19013_001,102152,3021
27141,"Sherburne County, Minnesota",B19013_001,89250,2809
27143,"Sibley County, Minnesota",B19013_001,63439,1646
27145,"Stearns County, Minnesota",B19013_001,62789,1389
27147,"Steele County, Minnesota",B19013_001,64903,2247
27149,"Stevens County, Minnesota",B19013_001,60559,3479
27151,"Swift County, Minnesota",B19013_001,51620,3081
27153,"Todd County, Minnesota",B19013_001,53585,1580
27155,"Traverse County, Minnesota",B19013_001,51957,6301
27157,"Wabasha County, Minnesota",B19013_001,65226,1934
27159,"Wadena County, Minnesota",B19013_001,46605,2398
27161,"Waseca County, Minnesota",B19013_001,56762,3071
27163,"Washington County, Minnesota",B19013_001,96671,1705
27165,"Watonwan County, Minnesota",B19013_001,54065,2930
27167,"Wilkin County, Minnesota",B19013_001,60595,4559
27169,"Winona County, Minnesota",B19013_001,59329,2030
27171,"Wright County, Minnesota",B19013_001,84974,2315
27173,"Yellow Medicine County, Minnesota",B19013_001,59210,3307
28001,"Adams County, Mississippi",B19013_001,29936,1887
28003,"Alcorn County, Mississippi",B19013_001,42086,1860
28005,"Amite County, Mississippi",B19013_001,33981,4084
28007,"Attala County, Mississippi",B19013_001,33767,2524
28009,"Benton County, Mississippi",B19013_001,36258,4643
28011,"Bolivar County, Mississippi",B19013_001,29854,2075
28013,"Calhoun County, Mississippi",B19013_001,37263,2624
28015,"Carroll County, Mississippi",B19013_001,46052,8833
28017,"Chickasaw County, Mississippi",B19013_001,36548,2507
28019,"Choctaw County, Mississippi",B19013_001,36777,3671
28021,"Claiborne County, Mississippi",B19013_001,29338,3643
28023,"Clarke County, Mississippi",B19013_001,43207,4219
28025,"Clay County, Mississippi",B19013_001,31833,2798
28027,"Coahoma County, Mississippi",B19013_001,29121,4019
28029,"Copiah County, Mississippi",B19013_001,42151,2918
28031,"Covington County, Mississippi",B19013_001,38178,5245
28033,"DeSoto County, Mississippi",B19013_001,67038,2539
28035,"Forrest County, Mississippi",B19013_001,39840,2042
28037,"Franklin County, Mississippi",B19013_001,40219,5079
28039,"George County, Mississippi",B19013_001,47292,4411
28041,"Greene County, Mississippi",B19013_001,49677,7388
28043,"Grenada County, Mississippi",B19013_001,40122,3776
28045,"Hancock County, Mississippi",B19013_001,48119,4215
28047,"Harrison County, Mississippi",B19013_001,47894,1402
28049,"Hinds County, Mississippi",B19013_001,44625,1243
28051,"Holmes County, Mississippi",B19013_001,21504,2376
28053,"Humphreys County, Mississippi",B19013_001,28962,2553
28055,"Issaquena County, Mississippi",B19013_001,24208,7207
28057,"Itawamba County, Mississippi",B19013_001,44567,4341
28059,"Jackson County, Mississippi",B19013_001,51657,1623
28061,"Jasper County, Mississippi",B19013_001,35872,3531
28063,"Jefferson County, Mississippi",B19013_001,25019,6513
28065,"Jefferson Davis County, Mississippi",B19013_001,32116,3127
28067,"Jones County, Mississippi",B19013_001,41775,2429
28069,"Kemper County, Mississippi",B19013_001,31103,7786
28071,"Lafayette County, Mississippi",B19013_001,50272,2950
28073,"Lamar County, Mississippi",B19013_001,60328,2697
28075,"Lauderdale County, Mississippi",B19013_001,42534,1919
28077,"Lawrence County, Mississippi",B19013_001,41914,4523
28079,"Leake County, Mississippi",B19013_001,37096,3494
28081,"Lee County, Mississippi",B19013_001,50559,1865
28083,"Leflore County, Mississippi",B19013_001,26735,2144
28085,"Lincoln County, Mississippi",B19013_001,42606,3769
28087,"Lowndes County, Mississippi",B19013_001,50441,2406
28089,"Madison County, Mississippi",B19013_001,71824,2728
28091,"Marion County, Mississippi",B19013_001,32090,1977
28093,"Marshall County, Mississippi",B19013_001,42233,5224
28095,"Monroe County, Mississippi",B19013_001,42354,3715
28097,"Montgomery County, Mississippi",B19013_001,39840,5295
28099,"Neshoba County, Mississippi",B19013_001,37987,3037
28101,"Newton County, Mississippi",B19013_001,35958,2398
28103,"Noxubee County, Mississippi",B19013_001,33784,5053
28105,"Oktibbeha County, Mississippi",B19013_001,40453,2707
28107,"Panola County, Mississippi",B19013_001,38304,2380
28109,"Pearl River County, Mississippi",B19013_001,46901,4436
28111,"Perry County, Mississippi",B19013_001,42469,5374
28113,"Pike County, Mississippi",B19013_001,31784,1993
28115,"Pontotoc County, Mississippi",B19013_001,44759,3535
28117,"Prentiss County, Mississippi",B19013_001,39256,4045
28119,"Quitman County, Mississippi",B19013_001,25283,2563
28121,"Rankin County, Mississippi",B19013_001,65996,1918
28123,"Scott County, Mississippi",B19013_001,34943,4439
28125,"Sharkey County, Mississippi",B19013_001,29394,3385
28127,"Simpson County, Mississippi",B19013_001,43850,2717
28129,"Smith County, Mississippi",B19013_001,43105,3190
28131,"Stone County, Mississippi",B19013_001,45483,5896
28133,"Sunflower County, Mississippi",B19013_001,30838,3237
28135,"Tallahatchie County, Mississippi",B19013_001,29864,2267
28137,"Tate County, Mississippi",B19013_001,51030,5444
28139,"Tippah County, Mississippi",B19013_001,39246,2236
28141,"Tishomingo County, Mississippi",B19013_001,37681,3190
28143,"Tunica County, Mississippi",B19013_001,39370,6244
28145,"Union County, Mississippi",B19013_001,45754,3554
28147,"Walthall County, Mississippi",B19013_001,30961,3908
28149,"Warren County, Mississippi",B19013_001,45113,2182
28151,"Washington County, Mississippi",B19013_001,29705,1885
28153,"Wayne County, Mississippi",B19013_001,37706,8010
28155,"Webster County, Mississippi",B19013_001,45730,5697
28157,"Wilkinson County, Mississippi",B19013_001,27313,3291
28159,"Winston County, Mississippi",B19013_001,34724,2772
28161,"Yalobusha County, Mississippi",B19013_001,41464,3682
28163,"Yazoo County, Mississippi",B19013_001,33279,3295
29001,"Adair County, Missouri",B19013_001,41929,2515
29003,"Andrew County, Missouri",B19013_001,58772,4623
29005,"Atchison County, Missouri",B19013_001,50236,4146
29007,"Audrain County, Missouri",B19013_001,44261,1292
29009,"Barry County, Missouri",B19013_001,44403,3428
29011,"Barton County, Missouri",B19013_001,44125,4149
29013,"Bates County, Missouri",B19013_001,47625,3638
29015,"Benton County, Missouri",B19013_001,40249,2893
29017,"Bollinger County, Missouri",B19013_001,44158,4322
29019,"Boone County, Missouri",B19013_001,55328,1770
29021,"Buchanan County, Missouri",B19013_001,51916,2023
29023,"Butler County, Missouri",B19013_001,39915,2697
29025,"Caldwell County, Missouri",B19013_001,49839,2866
29027,"Callaway County, Missouri",B19013_001,56938,2321
29029,"Camden County, Missouri",B19013_001,53478,2354
29031,"Cape Girardeau County, Missouri",B19013_001,53732,2580
29033,"Carroll County, Missouri",B19013_001,50830,4952
29035,"Carter County, Missouri",B19013_001,39530,5411
29037,"Cass County, Missouri",B19013_001,69433,1948
29039,"Cedar County, Missouri",B19013_001,39365,1705
29041,"Chariton County, Missouri",B19013_001,46738,2518
29043,"Christian County, Missouri",B19013_001,60645,1728
29045,"Clark County, Missouri",B19013_001,48909,3696
29047,"Clay County, Missouri",B19013_001,70510,1299
29049,"Clinton County, Missouri",B19013_001,62701,2230
29051,"Cole County, Missouri",B19013_001,60066,2068
29053,"Cooper County, Missouri",B19013_001,52735,2332
29055,"Crawford County, Missouri",B19013_001,44438,4794
29057,"Dade County, Missouri",B19013_001,40399,3301
29059,"Dallas County, Missouri",B19013_001,43542,3687
29061,"Daviess County, Missouri",B19013_001,51679,2315
29063,"DeKalb County, Missouri",B19013_001,55918,6075
29065,"Dent County, Missouri",B19013_001,42100,2709
29067,"Douglas County, Missouri",B19013_001,37425,5759
29069,"Dunklin County, Missouri",B19013_001,36380,2196
29071,"Franklin County, Missouri",B19013_001,57214,1871
29073,"Gasconade County, Missouri",B19013_001,54885,2550
29075,"Gentry County, Missouri",B19013_001,47790,5935
29077,"Greene County, Missouri",B19013_001,46086,864
29079,"Grundy County, Missouri",B19013_001,45594,4112
29081,"Harrison County, Missouri",B19013_001,42917,4036
29083,"Henry County, Missouri",B19013_001,45795,3499
29085,"Hickory County, Missouri",B19013_001,34182,2613
29087,"Holt County, Missouri",B19013_001,49524,5311
